"Station.name","Lens","DepthClass","StratClass","SurfaceAreaClass","DevelopmentClass","NtPClass","Year","Depth","Long","Lat","Sampling.number","Total.Depth","Final.Depth","Max.Depth","Secchi","MLD","Temp","DO","DO_sat","Alk","TN","TP","Chla","TN_uM","TP_uM","Air.Temperature...AT","Ammonium...NH4","CTI_Chlorophyll","CTI_Secchi","CTI_TP","Dissolved.Oxygen.Concentration...Final...DO_FINAL","Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL","Nitrate...Nitrite...NOX","Orthophosphate...PO4","Oxidation.Reduction.Potential...ORP","Percent.Secchi...SECCHI_PCT","pH","Phaeo","Sal","Specific.Conductivity...COND","Total.Dissolved.Solids...TDS","Total.Pigments...TOTAL_PIGMENTS","Month","Year_frac","Size","PercentDeveloped","Final.Depth.ft","Secchi_flag","MLD_flag","Temp_flag","DO_flag","DO_sat_flag","Alk_flag","TN_flag","TP_flag","Chla_flag","TN_uM_flag"
"WE-76-01 / Duck Pond","Chequesset","Deep","Stratified","Medium","Very Low","P-limited",2014,16.5,-70.00046149,41.93286397,260413,NA,17.0688,18,4.1,6,10.09,0.225,1.97285572701026,0.9,175.924152,6.19,0.42,12.56,0.2,NA,NA,22.09,NA,30.44,NA,NA,NA,NA,NA,NA,5.02,2.89,NA,NA,NA,NA,8,2014.66666666667,12.95285416,2,56,2,2,2,2,2,2,2,2,2,2
"WE-76-01 / Duck Pond","Chequesset","Deep","Stratified","Medium","Very Low","P-limited",2016,17,-70.00046149,41.93286397,257435,NA,17.0688,18,5.1,7,10.2,0.14,1.23046888264595,27.6,413.757918,NA,0.03,29.54,NA,NA,NA,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,6.33,9.24,NA,NA,NA,9.27,9,2016.75,12.95285416,2,56,2,2,2,2,2,2,2,4,2,2
"WE-76-01 / Duck Pond","Chequesset","Deep","Stratified","Medium","Very Low","P-limited",2023,16.4,-70.00046149,41.93286397,357934.5,NA,17.0688,18,4.82,6,9.55,0,0,4.81,179.28576,NA,0.81,12.8,0.48,NA,3.08,NA,NA,NA,0,0,0.06,0,64.18,NA,5.59,5.7,0.05,110.08,71.72,NA,8,2023.66666666667,12.95285416,2,56,2,2,2,2,2,2,2,4,2,2
"EA-91-01 / Molls Pond","Nauset","Deep","Mixed","Very Small","Medium","P-limited",2006,3.4,-69.9759198,41.84500827,255819,NA,3.6576,4.25,2.85,3.4,20.4,5.88,63.8860757925426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2006.75,3.582242148,23,12,2,2,2,2,2,4,4,4,4,4
"EA-91-01 / Molls Pond","Nauset","Deep","Mixed","Very Small","Medium","P-limited",2013,3.5,-69.9759198,41.84500827,258772,NA,3.6576,4.25,3.4,3.5,24.1,6.4,74.497417055315,3.8,433.787499,9.29,1.53,30.97,0.3,NA,NA,34.77,NA,36.29,NA,NA,NA,NA,NA,NA,5.8,2.32,NA,NA,NA,NA,8,2013.66666666667,3.582242148,23,12,2,2,2,2,2,2,2,2,2,2
"EA-91-01 / Molls Pond","Nauset","Deep","Mixed","Very Small","Medium","P-limited",2017,3.2,-69.9759198,41.84500827,341298,4.2,3.6576,4.25,0.9,3.2,21.3,6.31,69.7414760453523,5.8,1261.023201,36.24,22.8,90.03,1.17,NA,NA,61.27,61.52,55.92,NA,NA,NA,NA,NA,NA,5.95,20.04,NA,NA,NA,NA,9,2017.75,3.582242148,23,12,2,2,2,2,2,2,2,2,2,2
"EA-91-01 / Molls Pond","Nauset","Deep","Stratified","Very Small","Medium","P-limited",2018,4,-69.9759198,41.84500827,359967,NA,3.6576,4.25,1.2,2,10.9,0.55,4.91080552614469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2018.75,3.582242148,23,12,2,2,2,2,2,4,4,4,4,4
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2001,10,-69.98959825,41.8334456,271603,NA,10.9728,12,3.1,8,12.7,0.34,3.15815509971534,28.2,941.25024,30.04,6.64,67.2,0.97,NA,NA,49.17,NA,53.21,NA,NA,NA,NA,NA,NA,6.32,5.06,NA,NA,NA,NA,9,2001.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2003,9,-69.98959825,41.8334456,269882,NA,10.9728,12,2.8,6,14.1,0.2,1.91424318255952,3.66,2001.55743,21.68,7.74,142.9,0.7,NA,NA,50.68,NA,48.51,NA,NA,NA,NA,NA,NA,6.42,8.05,NA,NA,NA,NA,9,2003.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2004,9,-69.98959825,41.8334456,261536,NA,10.9728,12,1.6,5,14.4,0.15,1.44479979793326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2004.75,113.3504785,20,36,2,2,2,2,2,4,4,4,4,4
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2005,10,-69.98959825,41.8334456,254246,NA,10.9728,12,3.9,5,11.7,0.13,1.18145912873428,80.11,1537.655526,55.75,21.17,109.78,1.8,NA,NA,60.55,NA,62.13,NA,NA,NA,NA,NA,NA,6.61,57.62,NA,NA,NA,NA,9,2005.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2006,10,-69.98959825,41.8334456,255777,NA,10.9728,12,3.13,6,13.7,0.1,0.949026370998487,93.23,2448.791361,31.21,10.73,174.83,1.01,NA,NA,53.88,NA,53.77,NA,NA,NA,NA,NA,NA,6.5,4.8,NA,NA,NA,NA,8,2006.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2007,10,-69.98959825,41.8334456,263716,NA,10.9728,12,4.89,3,11.3,0.14,1.26115181132853,48.1,3163.413195,88.67,12.51,225.85,2.86,NA,NA,55.39,NA,68.82,NA,NA,NA,NA,NA,NA,6.38,28.6,NA,NA,NA,NA,8,2007.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2008,10,-69.98959825,41.8334456,264999,NA,10.9728,12,2.41,7,13.4,0.4,3.77187465937728,57.2,2656.510722,39.34,13.39,189.66,1.27,NA,NA,56.05,NA,57.1,NA,NA,NA,NA,NA,NA,6.54,26.61,NA,NA,NA,NA,9,2008.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2009,10,-69.98959825,41.8334456,266194,NA,10.9728,12,3.6,4,12,0.47,4.2996539497628,58.5,3350.40264,67.21,8.34,239.2,2.17,NA,NA,51.4,NA,64.83,NA,NA,NA,NA,NA,NA,6.51,4.55,NA,NA,NA,NA,8,2009.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2010,9,-69.98959825,41.8334456,258173,NA,10.9728,12,2.2,7,14.4,0.29,2.79327960933763,32.3,1033.554393,4.85,3.77,73.79,0.16,NA,NA,43.62,NA,26.92,NA,NA,NA,NA,NA,NA,6.72,NA,NA,NA,NA,NA,8,2010.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2011,10,-69.98959825,41.8334456,267482,NA,10.9728,12,3.38,4,12.5,0.19,1.7572148058344,50.7,2966.198859,38.41,16.39,211.77,1.24,NA,NA,58.04,NA,56.76,NA,NA,NA,NA,NA,NA,6.84,16.28,NA,NA,NA,NA,8,2011.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2012,9,-69.98959825,41.8334456,268600,NA,10.9728,12,4.6,5,14.8,0.31,3.01108470002268,52.8,1216.201761,45.22,8.42,86.83,1.46,NA,NA,51.5,NA,59.11,NA,NA,NA,NA,NA,NA,6.62,27.6,NA,NA,NA,NA,8,2012.66666666667,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2013,10,-69.98959825,41.8334456,258959,NA,10.9728,12,2.74,5,NA,NA,NA,50.8,4893.800913,143.1,3.19,349.39,4.62,NA,NA,41.98,NA,75.72,NA,NA,NA,NA,NA,NA,6.6,25.2,NA,NA,NA,NA,9,2013.75,113.3504785,20,36,2,2,4,4,4,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2014,10,-69.98959825,41.8334456,260143,NA,10.9728,12,2,7,12,0.45,4.11668995190055,25.7,1301.22243,28.19,12.36,92.9,0.91,NA,NA,55.27,NA,52.3,NA,NA,NA,NA,NA,NA,0,28.76,NA,NA,NA,NA,9,2014.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2016,9,-69.98959825,41.8334456,257158,NA,10.9728,12,3.5,0.5,15.8,0.06,0.595006661799176,26.1,440.510715,10.84,4.97,31.45,0.35,NA,NA,46.33,NA,38.52,NA,NA,NA,NA,NA,NA,7.2,2.18,NA,NA,NA,7.15,9,2016.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2017,10,-69.98959825,41.8334456,341254,10.9,10.9728,12,2.1,7,13.4,0.17,1.60304673023534,69.6,1829.835288,34.07,9.44,130.64,1.1,NA,NA,52.62,49.31,55.03,NA,NA,NA,NA,NA,NA,6.53,21.37,NA,NA,NA,NA,9,2017.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2018,9,-69.98959825,41.8334456,359920,NA,10.9728,12,2,6,11.8,0.26,2.36813129098604,88,2386.041345,29.43,7.57,170.35,0.95,NA,NA,50.46,NA,NA,NA,NA,NA,NA,NA,NA,6.48,22.35,NA,NA,NA,NA,9,2018.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-95-01 / Great Pond","Nauset","Deep","Stratified","Large","Medium","P-limited",2021,10,-69.98959825,41.8334456,360238,NA,10.9728,12,3.25,7,18.2,0.03,0.312271245855722,74.2,1503.619245,40.27,7.18,107.35,1.3,NA,NA,49.94,NA,NA,NA,NA,NA,NA,NA,NA,6.35,12.93,NA,NA,NA,NA,9,2021.75,113.3504785,20,36,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Mixed","Small","Very Low","P-limited",2010,5.5,-69.99640733,41.83056203,258150,NA,6.096,6,1.43,5,20.65,2.85,31.5791271384951,13.9,577.636308,11.56,8.02,41.24,0.37,NA,NA,51.02,NA,39.44,NA,NA,NA,NA,NA,NA,6.79,2.73,NA,NA,NA,NA,8,2010.66666666667,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Mixed","Small","Very Low","P-limited",2012,5,-69.99640733,41.83056203,268581,NA,6.096,6,1.75,5,25.1,0.55,6.51838508170442,31.9,750.058785,66.9,39.68,53.55,2.16,NA,NA,66.71,NA,64.76,NA,NA,NA,NA,NA,NA,6.51,4.5,NA,NA,NA,NA,8,2012.66666666667,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Mixed","Small","Very Low","P-limited",2016,4.8,-69.99640733,41.83056203,257127,NA,6.096,6,3.93,5,23.6,1.43,16.4946541409042,26,485.192088,19.2,12.56,34.64,0.62,NA,NA,55.42,NA,46.76,NA,NA,NA,NA,NA,NA,7.24,7.41,NA,NA,NA,19.98,9,2016.75,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Mixed","Small","Very Low","P-limited",2018,5.5,-69.99640733,41.83056203,359899,NA,6.096,6,2.9,5,21.55,3.39,38.3725121170939,145.5,1952.814114,39.03,37.61,139.42,1.26,NA,NA,66.18,NA,NA,NA,NA,NA,NA,NA,NA,6.58,2.3,NA,NA,NA,NA,9,2018.75,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Mixed","Small","Very Low","P-limited",2021,5,-69.99640733,41.83056203,360216,NA,6.096,6,2.45,5,24.7,0.25,2.94173036732009,32.6,NA,NA,18.86,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,11.55,NA,NA,NA,NA,9,2021.75,6.726410754,4,20,2,2,2,2,2,2,4,4,2,4
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2001,4.5,-69.99640733,41.83056203,271577,NA,6.096,6,1.87,4.5,21.8,6.8,75.8672094142016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001.75,6.726410754,4,20,2,2,2,2,2,4,4,4,4,4
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2003,4.5,-69.99640733,41.83056203,269862,NA,6.096,6,4,4.5,22.4,4.68,52.802489875608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2003.75,6.726410754,4,20,2,2,2,2,2,4,4,4,4,4
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2007,5,-69.99640733,41.83056203,263695,NA,6.096,6,2.4,4,20.3,0.3,3.2532307295919,15.9,801.323307,39.21,33.92,57.21,1.27,NA,NA,65.17,NA,57.06,NA,NA,NA,NA,NA,NA,6.21,8.75,NA,NA,NA,NA,9,2007.75,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2008,5,-69.99640733,41.83056203,264978,NA,6.096,6,2.75,4,21.7,0.3,3.3408017068642,17,475.807599,30.04,28.85,33.97,0.97,NA,NA,63.58,NA,53.21,NA,NA,NA,NA,NA,NA,6.38,6.21,NA,NA,NA,NA,8,2008.66666666667,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2009,5,-69.99640733,41.83056203,266173,NA,6.096,6,2.95,3,20,8,86.2540862346089,27.4,618.956073,52.95,8.3,44.19,1.71,NA,NA,51.36,NA,61.39,NA,NA,NA,NA,NA,NA,6.26,2.42,NA,NA,NA,NA,8,2009.66666666667,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2011,6,-69.99640733,41.83056203,354450,NA,6.096,6,2.7,4,18,0.144675710381949,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2011.66666666667,6.726410754,4,20,2,2,2,2,2,4,4,4,4,4
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2014,5,-69.99640733,41.83056203,260124,NA,6.096,6,2.45,4,22.4,1.2,13.5390692626589,27.5,1240.013151,104.38,119.46,88.53,3.37,NA,NA,77.52,NA,71.17,NA,NA,NA,NA,NA,NA,6.41,23.2,NA,NA,NA,NA,9,2014.75,6.726410754,4,20,2,2,2,2,2,2,2,2,2,2
"EA-98-01 / Bridge Pond","Nauset","Deep","Stratified","Small","Very Low","P-limited",2023,5.2,-69.99640733,41.83056203,357720,NA,6.096,6,3.23,4,21.11,0.06,0.71,19.24,528.05259,NA,33.19,37.7,0.84,NA,0.17,NA,NA,NA,0.06,0.71,0.05,0.05,80.71,NA,6.265,12.57,0.09,194.93,126.74,NA,8,2023.66666666667,6.726410754,4,20,2,2,2,2,2,2,2,4,2,2
"EA-100-01 / Jemima Pond","Nauset","Deep","Mixed","Small","High","P-limited",2001,4,-69.98465451,41.82962902,271630,NA,4.572,4,4.56,4,21.3,8.16,90.1883313905483,1,256.32261,4.65,2.12,18.3,0.15,NA,NA,37.97,NA,NA,NA,NA,NA,NA,NA,NA,5.31,0.5,NA,NA,NA,NA,9,2001.75,6.526847918,25,15,2,2,2,2,2,2,2,2,2,2
"EA-100-01 / Jemima Pond","Nauset","Deep","Stratified","Small","High","P-limited",2003,3,-69.98465451,41.82962902,269907,NA,4.572,4,3.8,3,22.3,6.38,71.8496422631451,0.1,504.2412,15.49,4.49,36,0.5,NA,NA,45.33,NA,43.66,NA,NA,NA,NA,NA,NA,5.47,0.82,NA,NA,NA,NA,9,2003.75,6.526847918,25,15,2,2,2,2,2,2,2,2,2,2
"EA-100-01 / Jemima Pond","Nauset","Deep","Stratified","Small","High","P-limited",2004,3,-69.98465451,41.82962902,261621,NA,4.572,4,3.27,3,24.7,5.25,61.7768936705302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2004.66666666667,6.526847918,25,15,2,2,2,2,2,4,4,4,4,4
"EA-100-01 / Jemima Pond","Nauset","Deep","Stratified","Small","High","P-limited",2007,3,-69.98465451,41.82962902,263743,NA,4.572,4,2.65,2,23.5,6.6,75.9908699761213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2007.66666666667,6.526847918,25,15,2,2,2,2,2,4,4,4,4,4
"EA-100-01 / Jemima Pond","Nauset","Deep","Stratified","Small","High","P-limited",2018,3,-69.98465451,41.82962902,359947,NA,4.572,4,2.25,1,21.6,5.51,61.2447711077341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2018.75,6.526847918,25,15,2,2,2,2,2,4,4,4,4,4
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Mixed","Small","Low","P-limited",2012,3,-69.99346047,41.82842021,268660,NA,3.9624,4,1.63,4,25.3,6.05,71.959371569477,6.1,463.901904,25.4,6.52,33.12,0.82,NA,NA,48.99,NA,50.8,NA,NA,NA,NA,NA,NA,6.45,4.57,NA,NA,NA,NA,8,2012.66666666667,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Mixed","Small","Low","P-limited",2014,3.5,-69.99346047,41.82842021,260192,NA,3.9624,4,1.75,3.5,24.9,5.42,64.0065580199246,4.2,548.222238,36.86,12.08,39.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,NA,9,2014.75,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2003,3.5,-69.99346047,41.82842021,269937,NA,3.9624,4,3.4,2,21.9,4.47,49.9652714133384,0.43,518.2479,37.17,3.22,37,1.2,NA,NA,42.07,NA,56.29,NA,NA,NA,NA,NA,NA,6.13,0.58,NA,NA,NA,NA,9,2003.75,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2004,3,-69.99346047,41.82842021,261678,NA,3.9624,4,2.58,3,23.4,6.7,77.0012055240643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2004.66666666667,9.0894921,8,13,2,2,2,2,2,4,4,4,4,4
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2006,3,-69.99346047,41.82842021,255838,NA,3.9624,4,1,3,20.1,6.75,72.9177656046024,6.66,623.858418,25.09,4.07,44.54,0.81,NA,NA,44.37,NA,50.62,NA,NA,NA,NA,NA,NA,6.16,8.6,NA,NA,NA,NA,9,2006.75,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2007,3,-69.99346047,41.82842021,263773,NA,3.9624,4,1.8,2,23.2,7.92,90.6890696347229,2.6,559.707732,23.84,8.46,39.96,0.77,NA,NA,51.54,NA,49.88,NA,NA,NA,NA,NA,NA,6.23,2.9,NA,NA,NA,NA,8,2007.66666666667,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2008,3,-69.99346047,41.82842021,265052,NA,3.9624,4,2.7,3,24.5,6.08,71.2863820757392,4.5,531.834399,53.89,6.25,37.97,1.74,NA,NA,48.58,NA,61.64,NA,NA,NA,NA,NA,NA,5.99,4.92,NA,NA,NA,NA,8,2008.66666666667,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2009,3,-69.99346047,41.82842021,266250,NA,3.9624,4,3.6,2,26.5,4.55,55.2789025141169,3.8,512.505153,56.12,8.79,36.59,1.81,NA,NA,51.92,NA,62.23,NA,NA,NA,NA,NA,NA,5.9,4.13,NA,NA,NA,NA,8,2009.66666666667,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2010,3,-69.99346047,41.82842021,258233,NA,3.9624,4,3.27,1,22.4,7.63,86.086696355618,3.9,532.534734,17.52,7.04,38.02,0.57,NA,NA,49.75,NA,45.44,NA,NA,NA,NA,NA,NA,6.61,0.26,NA,NA,NA,NA,9,2010.75,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2011,3,-69.99346047,41.82842021,354464,NA,3.9624,4,3.75,3,25.3,5.64,67.0827860581571,3.8,476.507934,NA,5.3,34.02,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,1.67,NA,NA,NA,NA,8,2011.66666666667,9.0894921,8,13,2,2,2,2,2,2,2,4,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2013,3.5,-69.99346047,41.82842021,258952,NA,3.9624,4,1.7,3,21.4,0.96,10.6304599084343,6.4,691.510779,17.66,8.31,49.37,0.57,NA,NA,51.37,NA,45.55,NA,NA,NA,NA,NA,NA,6.2,5.84,NA,NA,NA,NA,9,2013.75,9.0894921,8,13,2,2,2,2,2,2,2,2,2,2
"EA-101-01 / Widow Harding Pond","Nauset","Deep","Stratified","Small","Low","P-limited",2016,3,-69.99346047,41.82842021,257204,NA,3.9624,4,3.2,3,22.5,5.6,63.3003218772782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2016.75,9.0894921,8,13,2,2,2,2,2,4,4,4,4,4
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2001,10,-69.9859711,41.82523626,271616,NA,10.668,11,1.38,7,13.4,0.27,2.54601539507966,43.3,1053.30384,112.43,14.89,75.2,3.63,NA,NA,57.09,NA,72.25,NA,NA,NA,NA,NA,NA,6.51,0,NA,NA,NA,NA,9,2001.75,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2003,10,-69.9859711,41.82523626,269894,NA,10.668,11,4.6,6,12.9,0.2,1.86578501326335,10.68,4533.96879,102.21,72.87,323.7,3.3,NA,NA,72.67,NA,70.87,NA,NA,NA,NA,NA,NA,6.74,16.84,NA,NA,NA,NA,9,2003.75,45.65358628,31,35,2,2,2,2,2,2,2,2,3,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2004,10,-69.9859711,41.82523626,261586,NA,10.668,11,2.85,7,15.45,0.15,1.47731442022986,129.455,1610.070165,142.48,5.34,114.95,4.6,NA,NA,46.875,NA,75.215,NA,NA,NA,NA,NA,NA,6.86,0.03,NA,NA,NA,NA,8.5,2004.70833333333,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2005,10,-69.9859711,41.82523626,254260,NA,10.668,11,0.72,5,13.2,0.1,0.93893517818573,91.21,772.189371,111.51,7.49,55.13,3.6,NA,NA,50.35,NA,72.13,NA,NA,NA,NA,NA,NA,6.68,14.29,NA,NA,NA,NA,9,2005.75,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2006,9,-69.9859711,41.82523626,255790,NA,10.668,11,2.6,7,15.6,0.33,3.25907454438519,96.66,752.720058,57.29,7.02,53.74,1.85,NA,NA,49.72,NA,62.52,NA,NA,NA,NA,NA,NA,6.76,6.73,NA,NA,NA,NA,8,2006.66666666667,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2007,10,-69.9859711,41.82523626,263729,NA,10.668,11,3.1,6,11.6,0.3,2.72044528630455,44.1,635.90418,52.61,19.36,45.4,1.7,NA,NA,59.67,NA,61.3,NA,NA,NA,NA,NA,NA,6.59,5.94,NA,NA,NA,NA,8,2007.66666666667,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2008,9,-69.9859711,41.82523626,265012,NA,10.668,11,2.1,6,16.4,0.7,7.02756480414951,41.6,577.496241,68.14,42.24,41.23,2.2,NA,NA,67.32,NA,65.02,NA,NA,NA,NA,NA,NA,6.66,3.67,NA,NA,NA,NA,8,2008.66666666667,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2009,9,-69.9859711,41.82523626,266208,NA,10.668,11,2.5,4,13.4,1,9.42973104098973,60.4,982.850139,125.81,13.92,70.17,4.06,NA,NA,56.43,NA,73.87,NA,NA,NA,NA,NA,NA,6.74,3.74,NA,NA,NA,NA,8,2009.66666666667,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
"EA-103-01 / Herring Pond","Nauset","Deep","Stratified","Large","High","P-limited",2010,9,-69.9859711,41.82523626,258186,NA,10.668,11,0.3,1,11.6,0.25,2.26704850466188,49.2,1360.05057,168,5.42,97.1,5.42,NA,NA,47.19,NA,78.04,NA,NA,NA,NA,NA,NA,7.06,21.85,NA,NA,NA,NA,9,2010.75,45.65358628,31,35,2,2,2,2,2,2,2,2,2,2
