Station name,Station number,Long/lat coordinates,Site,Measuring program name,Date/Time (sampling) ,Depth,Sample number,Total Depth / DTB,Quality code,Chlorophyll / CHLA,Quality code,Secchi Depth / SECCHI,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Water Temperature / TEMP,Quality code,Total Phosphorus / TP,Quality code,Total Phosphorus - micrograms per liter / TP_ugL,Quality code,Total Nitrogen - Reported / TN,Quality code,Carlson Trophic Index - Total Phosphorus based / CTI_TP,Quality code,Carlson Trophic Index - Chlorophyll a based / CTI_CHLA,Quality code,Carlson Trophic Index - Secchi Depth Based / CTI_SD,Quality code,Alkalinity / ALK,Quality code,pH / PH,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Oxidation Reduction Potential / ORP,Quality code,pH / PH,Quality code,Phaeophytin / PHAEO,Quality code,Qualitative Wind Description / WIND,Quality code,Salinity / SAL,Quality code,Salinity / SAL,Quality code,Specific Conductivity / COND,Quality code,Total Dissolved Solids / TDS,Quality code,Total Pigments / TOTAL_PIGMENTS,Quality code,Water Temperature / TEMP,Quality code
Hinckley Pond / BA-411-01,BA-411-01,-1.686239147,Hinckley Pond,Pond and Lake Stewards,9/14/20 0:00,2,,,,n.m. 0.00,SMAST - Unflagged,,,8.7,SMAST - Unflagged,22.6,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Hinckley Pond / BA-411-01,BA-411-01,-1.686239147,Hinckley Pond,Pond and Lake Stewards,9/14/20 0:00,3,,,,n.m. 0.00,SMAST - Unflagged,,,4.51,SMAST - Unflagged,21.6,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Hinckley Pond / BA-411-01,BA-411-01,-1.686239147,Hinckley Pond,Pond and Lake Stewards,9/14/20 0:00,4,,,,n.m. 0.00,SMAST - Unflagged,,,0.22,SMAST - Unflagged,17.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Hinckley Pond / BA-411-01,BA-411-01,-1.686239147,Hinckley Pond,Pond and Lake Stewards,9/14/20 0:00,5,,,,4.28,SMAST - Unflagged,,,0.1,SMAST - Unflagged,12.5,SMAST - Unflagged,13.21,SMAST - Unflagged,,,403.43,SMAST - Unflagged,,,,,,,101.5,SMAST - Unflagged,6.78,SMAST - Unflagged,,,,,,,,,,,1.7,SMAST - Unflagged,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,0.5,,8.1,SMAST Pond,1.87,SMAST Pond,4.1,SMAST Pond,7.48,SMAST Pond,25.22,SMAST Pond,0.16,SMAST Pond,4.96,SMAST Pond,15.6,SMAST Pond,27.24,,36.74,,39.67,,1.8,SMAST Pond,5.95,SMAST Pond,,,,,,,,,,,0.98,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,1,,,,,,,,7.44,SMAST Pond,25.17,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,2,,,,,,,,7.44,SMAST Pond,25.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,3,,,,3.06,SMAST Pond,,,7.27,SMAST Pond,25.08,SMAST Pond,0.16,SMAST Pond,4.96,SMAST Pond,17.4,SMAST Pond,27.24,,41.57,,,,1.9,SMAST Pond,6.06,SMAST Pond,,,,,,,,,,,0.75,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,4,,,,,,,,7.36,SMAST Pond,25.04,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,5,,,,,,,,7.49,SMAST Pond,25.02,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,6,,,,,,,,7.53,SMAST Pond,25.01,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,6.5,,,,,,,,7.31,SMAST Pond,24.91,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,7,,,,2.99,SMAST Pond,,,7.14,SMAST Pond,24.88,SMAST Pond,0.16,SMAST Pond,4.96,SMAST Pond,19,SMAST Pond,27.24,,41.34,,,,1.8,SMAST Pond,6.04,SMAST Pond,,,,,,,,,,,0.63,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,7.5,,,,,,,,0.47,SMAST Pond,22.83,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/01 0:00,8,,,,,,,,0.19,SMAST Pond,20.52,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,0.5,,8.6,SMAST Pond,2.88,SMAST Pond,4.6,SMAST Pond,7.99,SMAST Pond,22.8,SMAST Pond,0.4,SMAST Pond,12.39,SMAST Pond,14.9,SMAST Pond,40.44,,40.98,,38.01,,0.17,SMAST Pond,6.02,SMAST Pond,,,,,,,,,,,0.03,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,1,,,,,,,,8.04,SMAST Pond,22.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,2,,,,,,,,8.07,SMAST Pond,22.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,3,,,,,,,,8.04,SMAST Pond,22.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,4,,,,,,,,8.02,SMAST Pond,22.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,5,,,,,,,,8,SMAST Pond,22.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,6,,,,,,,,7.84,SMAST Pond,22.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,7,,,,,,,,7.74,SMAST Pond,22.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/9/03 0:00,8,,,,3.86,SMAST Pond,,,0.32,SMAST Pond,20.9,SMAST Pond,0.4,SMAST Pond,12.39,SMAST Pond,19.3,SMAST Pond,40.44,,43.85,,,,0.2,SMAST Pond,5.7,SMAST Pond,,,,,,,,,,,0.75,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,0.5,,8.8,SMAST Pond,1.6,SMAST Pond,4.55,SMAST Pond,7.88,SMAST Pond,23.4,SMAST Pond,0.33,SMAST Pond,10.22,SMAST Pond,28.16,SMAST Pond,37.67,,35.21,,38.17,,1.5,SMAST Pond,6.02,SMAST Pond,,,,,,,,,,,0.51,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,1,,,,,,,,7.5,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,2,,,,,,,,7.64,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,3,,,,1.5,SMAST Pond,,,7.64,SMAST Pond,24.2,SMAST Pond,0.19,SMAST Pond,5.88,SMAST Pond,18.72,SMAST Pond,29.7,,34.58,,,,1.5,SMAST Pond,5.9,SMAST Pond,,,,,,,,,,,0.84,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,4,,,,,,,,7.49,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,5,,,,,,,,7.37,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,6,,,,,,,,7.3,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,7,,,,,,,,2.1,SMAST Pond,19.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,7.8,,,,4.14,SMAST Pond,,,,,,,0.12,SMAST Pond,3.72,SMAST Pond,20.25,SMAST Pond,23.09,,44.54,,,,1.5,SMAST Pond,5.9,SMAST Pond,,,,,,,,,,,3.71,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,8/26/08 0:00,8,,,,,,,,0.18,SMAST Pond,14.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,0.5,,8.5,SMAST Pond,1.96,SMAST Pond,5.25,SMAST Pond,7.36,SMAST Pond,22.3,SMAST Pond,0.61,SMAST Pond,18.77,SMAST Pond,20.01,SMAST Pond,46.43,,37.21,,36.1,,1.6,SMAST Pond,5.68,SMAST Pond,,,,,,,,,,,1.09,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,1,,,,,,,,7.3,SMAST Pond,22.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,2,,,,,,,,7.21,SMAST Pond,22.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,3,,,,4.55,SMAST Pond,,,7.19,SMAST Pond,22,SMAST Pond,0.44,SMAST Pond,13.59,SMAST Pond,22.42,SMAST Pond,41.78,,45.47,,,,1.4,SMAST Pond,5.39,SMAST Pond,,,,,,,,,,,0.89,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,4,,,,,,,,7.28,SMAST Pond,22,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,5,,,,,,,,7.25,SMAST Pond,21.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,6,,,,,,,,7.24,SMAST Pond,21.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,7,,,,,,,,6.82,SMAST Pond,21.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/14/09 0:00,7.5,,,,3.46,SMAST Pond,,,,,,,0.51,SMAST Pond,15.87,SMAST Pond,20.19,SMAST Pond,44.01,,42.76,,,,1.4,SMAST Pond,5.39,SMAST Pond,,,,,,,,,,,2.35,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,0.5,,8.2,SMAST Pond,6.26,SMAST Pond,3.94,SMAST Pond,8.76,SMAST Pond,21,SMAST Pond,0.58,SMAST Pond,17.93,SMAST Pond,24.12,SMAST Pond,45.77,,48.6,,40.24,,2.1,SMAST Pond,6.24,SMAST Pond,,,,,,,,,,,2.23,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,1,,,,,,,,8.67,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,1.5,,,,,,,,8.66,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,2,,,,,,,,8.65,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,2.5,,,,,,,,8.66,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,3,,,,5.05,SMAST Pond,,,8.65,SMAST Pond,21,SMAST Pond,0.3,SMAST Pond,9.35,SMAST Pond,29.35,SMAST Pond,36.38,,46.49,,,,2.4,SMAST Pond,6.31,SMAST Pond,,,,,,,,,,,1.11,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,3.5,,,,,,,,8.65,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,4,,,,,,,,8.64,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,4.5,,,,,,,,8.59,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,5,,,,4.88,SMAST Pond,,,8.62,SMAST Pond,21,SMAST Pond,0.36,SMAST Pond,11.3,SMAST Pond,26.17,SMAST Pond,39.12,,46.15,,,,2.3,SMAST Pond,6.21,SMAST Pond,,,,,,,,,,,1.26,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,5.5,,,,,,,,8.54,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,6,,,,,,,,8.54,SMAST Pond,21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,6.5,,,,,,,,7.92,SMAST Pond,20.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,7,,,,,,,,7.18,SMAST Pond,20.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,7.5,,,,,,,,0.77,SMAST Pond,18.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/20/10 0:00,8,,,,,,,,0.33,SMAST Pond,16,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,0.5,,7.17,SMAST Pond,3.24,SMAST Pond,2.62,SMAST Pond,8.28,SMAST Pond,21.3,SMAST Pond,0.38,SMAST Pond,11.77,SMAST Pond,19.76,SMAST Pond,39.7,,42.13,,46.12,,2.7,SMAST Pond,6.12,SMAST Pond,,,,,,,,,,,0.67,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,1,,,,,,,,8.31,SMAST Pond,21.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,2,,,,,,,,8.27,SMAST Pond,20.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,3,,,,,,,,8.22,SMAST Pond,20.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,4,,,,,,,,8.06,SMAST Pond,20.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,5,,,,,,,,7.95,SMAST Pond,20.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/21/11 0:00,6,,,,5.69,SMAST Pond,,,7.85,SMAST Pond,20.7,SMAST Pond,,,,,23.5,SMAST Pond,,,47.66,,,,2.7,SMAST Pond,6.08,SMAST Pond,,,,,,,,,,,0.72,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,0.5,,7.93,SMAST Pond,1.5,SMAST Pond,4.48,SMAST Pond,8.48,SMAST Pond,22.6,SMAST Pond,0.44,SMAST Pond,13.63,SMAST Pond,20.8,SMAST Pond,41.82,,34.58,,38.41,,4.6,SMAST Pond,6.25,SMAST Pond,,,,,,,,,,,1.13,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,1,,,,,,,,8.48,SMAST Pond,22.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,2,,,,,,,,8.51,SMAST Pond,22.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,3,,,,,,,,8.51,SMAST Pond,22.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,4,,,,,,,,8.5,SMAST Pond,22.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,5,,,,,,,,8.48,SMAST Pond,22.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,6,,,,,,,,8.44,SMAST Pond,22.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,6.9,,,,3.15,SMAST Pond,,,,,,,0.48,SMAST Pond,14.87,SMAST Pond,17.7,SMAST Pond,43.07,,41.86,,,,3.4,SMAST Pond,6.33,SMAST Pond,,,,,,,,,,,1.5,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/17/12 0:00,7,,,,,,,,1.75,SMAST Pond,18.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,0.5,,8.46,SMAST Pond,1.93,SMAST Pond,4.44,SMAST Pond,8.06,SMAST Pond,21.1,SMAST Pond,0.06,SMAST Pond,1.86,SMAST Pond,21.05,SMAST Pond,13.1,,37.05,,38.52,,3.9,SMAST Pond,6.1,SMAST Pond,,,,,,,,,,,0.67,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,1,,,,,,,,8.08,SMAST Pond,20.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,2,,,,,,,,8.14,SMAST Pond,207,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,3,,,,2.01,SMAST Pond,,,8.13,SMAST Pond,20.7,SMAST Pond,0.09,SMAST Pond,2.79,SMAST Pond,21.58,SMAST Pond,0,,37.45,,,,3.8,SMAST Pond,6.1,SMAST Pond,,,,,,,,,,,0.87,SMAST Pond,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,4,,,,,,,,8.1,SMAST Pond,20.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,5,,,,,,,,8.07,SMAST Pond,20.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,6,,,,,,,,8.1,SMAST Pond,20.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,7,,,,,,,,1.4,SMAST Pond,17.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garretts Pond / BA-510-01,BA-510-01,-1.687380488,Garretts Pond,Pond and Lake Stewards,9/18/13 0:00,8,,,,35.7,SMAST Pond,,,0.45,SMAST Pond,13.6,SMAST Pond,1.05,SMAST Pond,32.52,SMAST Pond,36.91,SMAST Pond,54.36,,65.67,,,,5.3,SMAST Pond,5.6,SMAST Pond,,,,,,,,,,,20.9,SMAST Pond,,,,,,,,,,,,,,
