"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","params","param_years","last_year","param_last_values","program"
"BA-723-01","Dunns Pond",4,2,1,1,"2001, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","3, 3, 4, 4, 3, 3, 3, 3, 2, 2, 3, 2, 3, 4, 1",2020,"0.87, 0.46, 25.1, 7.6, NA, NA, 90.13, NA, NA, NA, 69.06, 63.92, 71.19, NA, NA","Pond and Lake Stewards"
"BA-737-01","Long Pond",5,5,1,1,"2001, 2003, 2008, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","5, 4, 5, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"7.2, 3.45, 18.45, 9.55, 102.5, NA, NA, 22.61, NA, NA, NA, 49.12, 38.86, 42.16, NA, 11.2, NA, 1.55, 9.55, 102.5, NA, NA, 7.27, NA, NA, NA, 0.07, NA, NA, 0.1, 33.5, NA, 0.55, NA, 146.47, 147.61","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-746-01","Mill Pond",16,1,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","16, 14, 16, 16, 16, 15, 14, 16, 16, 16, 2, 14, 15, 14, 16, 1, 1, 2",2020,"0.46, 0.46, 17.5, 9.68, NA, NA, 49.56, NA, NA, NA, NA, 60.43, 37.83, 71.19, NA, 1, NA, NA","Pond and Lake Stewards"
"BA-748-01","Fawcetts Pond",3,0,1,1,"2001, 2003, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",2020,"1.22, 1.22, 20, 8.21, NA, NA, 21.37, NA, NA, NA, 48.3, 60.2, 57.13, NA","Pond and Lake Stewards"
"BA-756-01","Aunt Bettys Pond",11,1,1,1,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 10, 11, 1, 1, 1",2020,"0.74, 0.74, 22.9, 7.69, NA, NA, 20.13, NA, NA, NA, NA, 47.44, 28.29, 64.34, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-759-01","Lovells Pond",15,15,2,1.07,"2001, 2003, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Wind, Quality.code.29, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","15, 14, 15, 15, 1, 14, 14, 14, 14, 14, 13, 1, 14, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"10.2, 3.25, 16.16, 10.28, 103.85, NA, NA, 17.96, NA, NA, NA, NA, 45.8, 18.79, 43.02, NA, 9.96, NA, 1.83, 10.28, 103.85, NA, NA, 7.73, NA, NA, NA, 0.06, 1, NA, NA, NA, 0.08, 37.9, NA, 0.39, NA, NA, 163.85, 122.81","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"FA-761-01","Cedar Lake",5,5,1,1,"2001, 2004, 2005, 2006, 2007","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",2007,"1.8, 1.6, 20.91, 9.63, NA, NA, 15.28, NA, NA, NA, 43.47, 44.47, 53.23, NA","Pond and Lake Stewards"
"FA-780-01","Trout Pond",5,2,1,1,"2001, 2004, 2005, 2006, 2007","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",2007,"1.25, 1.05, 20.16, 11.63, NA, NA, 12.3, NA, NA, NA, 40.34, 52.15, 59.3, NA","Pond and Lake Stewards"
"BA-782-01","Red Lily Pond",11,1,1,1,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 1, 1, 1",2020,"0.89, 0.89, 23.7, 5.63, NA, NA, 19.2, NA, NA, NA, NA, 46.76, 38.25, 61.68, NA, 3, NA, NA","Pond and Lake Stewards"
"BA-795-01","Lake Elizabeth",12,10,1,1,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Wind, Quality.code.29, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","11, 10, 11, 11, 1, 11, 11, 11, 11, 11, 11, 1, 11, 11, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"2.55, 1.77, 17.37, 9.05, 95.03, NA, NA, 19.2, NA, NA, NA, NA, 46.76, 42.34, 51.77, NA, 18.14, NA, 2.83, 9.05, 95.03, NA, NA, 6.93, NA, NA, NA, 0.17, 2, NA, NA, NA, 224.26, 76.5, NA, 1.09, NA, NA, 213.48, 345.05","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-797-01","Micah Pond",16,16,2,1.06,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Wind, Quality.code.29, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","15, 14, 15, 15, 1, 15, 15, 15, 14, 15, 15, 2, 15, 15, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1",2023,"10.11, 7.25, 16.3, 9.95, 101.43, NA, NA, 12.08, NA, NA, NA, NA, 40.08, 0, 31.45, NA, 3.92, NA, 0.66, 9.95, 101.43, NA, NA, 6.32, NA, NA, NA, 0.03, 2, NA, NA, NA, 0.04, 13.1, NA, 0.31, NA, NA, 206.72, 54.24","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"MA-801-01","Amos Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.4, 0.4, 18.7, 3.62, NA, NA, 46.77, NA, NA, NA, 59.6, 27.1, 73.2, NA","Pond and Lake Stewards"
"BA-802-01","Bog Pond",16,0,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","16, 14, 16, 16, 16, 16, 16, 16, 16, 16, 2, 16, 16, 14, 16, 1, 1, 2",2020,"0.29, 0.29, 21, 7.51, NA, NA, 26.95, NA, NA, NA, NA, 51.65, 41.28, 77.84, NA, 1, NA, NA","Pond and Lake Stewards"
"MA-804-01","Coombs Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.25, 0.25, 17.7, 1.46, NA, NA, 46.77, NA, NA, NA, 59.6, 58.7, 79.98, NA","Pond and Lake Stewards"
"BA-806-01","Schoolhouse Pond",12,12,1,1,"2001, 2003, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1",2020,"1.81, 1.7, 22.7, 8.26, NA, NA, 60.71, NA, NA, NA, NA, 63.36, 38.77, 52.35, NA, 1, NA, NA","Pond and Lake Stewards"
"BA-807-01","Joshua Pond",15,14,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, pH, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","14, 14, 14, 14, 1, 15, 15, 15, 14, 15, 15, 2, 15, 15, 14, 15, 1, 1, 2",2020,"8.04, 5.13, 27.7, 7.88, NA, NA, NA, 12.08, NA, NA, NA, NA, 40.08, 8.01, 36.44, NA, 2, NA, NA","Pond and Lake Stewards"
"MA-808-01","Ashumet Pond",17,17,2,1.06,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 1, 17, 17, 17, 17, 1",2020,"19.2, 3.5, 24.4, 8.54, NA, NA, 32.52, NA, NA, NA, NA, 54.36, 47.38, 41.95, NA, NA","Pond and Lake Stewards"
"BA-815-01","Eagle Pond",14,14,1,1,"2001, 2003, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1, 1, 1",2020,"4.97, 4.37, 25.7, 7.68, NA, NA, 19.2, NA, NA, NA, NA, 46.76, 0, 38.75, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-819-01","Coleman Pond",1,1,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"3.1, 2.5, 24.4, 7.18, NA, NA, 17.35, NA, NA, NA, 45.3, 43.95, 46.8, NA","Pond and Lake Stewards"
"FA-832-01","Dam Pond",2,2,1,1,"2004, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2005,"1.8, 0.9, 25.44, 9.34, NA, NA, 40.27, NA, NA, NA, 57.44, 55.96, 61.52, NA","Pond and Lake Stewards"
"FA-844-01","Potters Hole",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.6, 0.6, 21.6, 8.73, NA, NA, 61.02, NA, NA, NA, 63.43, 54.92, 67.36, NA","Pond and Lake Stewards"
"FA-857-01","Deep Pond",1,1,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"7.1, 2.5, 21.9, 9.18, NA, NA, 5.27, NA, NA, NA, 28.12, 44.51, 46.8, NA","Pond and Lake Stewards"
"MA-870-01","Cataquin Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.5, 0.5, 20.5, 3.5, NA, NA, 33.45, NA, NA, NA, 54.76, 54.19, 69.99, NA","Pond and Lake Stewards"
"BA-874-01","Neck Pond",15,15,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","15, 15, 15, 15, 14, 14, 14, 14, 14, 14, 2, 14, 14, 15, 15, 1, 1, 2",2020,"10.73, 5.8, 24.5, 8.11, NA, NA, 10.53, NA, NA, NA, NA, 38.1, 42.28, 34.67, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-875-01","Parker Pond",16,16,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Wind, Quality.code.29, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","16, 15, 16, 16, 1, 14, 14, 14, 14, 14, 14, 2, 14, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1",2023,"5.96, 1.39, 19.1, 9.38, 100.94, NA, NA, 23.54, NA, NA, NA, NA, 49.7, 53.74, 55.25, NA, 19.74, NA, 5.55, 9.38, 100.94, NA, NA, 7.21, NA, NA, NA, 0.08, 2, NA, NA, NA, 110.51, 72.8, NA, 0.74, NA, NA, 172.23, 170","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-878-01","Crystal Lake",15,15,1,1,"2001, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","15, 15, 15, 15, 14, 14, 14, 14, 14, 14, 2, 14, 14, 15, 15, 1, 1, 2",2020,"11.62, 4.5, 24.9, 8.41, NA, NA, 11.46, NA, NA, NA, NA, 39.32, 38.73, 38.33, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-881-01","Lewis Pond",14,14,1,1,"2001, 2003, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 13, 1, 14, 14, 14, 13, 1, 1, 1",2020,"4.07, 1.59, 25.5, 8.12, NA, NA, 24.78, NA, NA, NA, NA, 50.44, 31.97, 53.32, NA, 2, NA, NA","Pond and Lake Stewards"
"FA-882-01","Round Pond",2,2,1,1,"2003, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2008,"4.1, 3.05, 25.3, 6.82, NA, NA, 12.39, NA, NA, NA, 40.44, 46.37, 43.93, NA","Pond and Lake Stewards"
"FA-888-01","Pickerel Pond",2,1,1,1,"2008, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"1.1, 1, 14.07, 9.79, 96.53, NA, NA, 22.61, NA, NA, NA, 49.12, 42.61, 60, NA, 11.32, NA, 1.18, 9.79, 96.53, NA, NA, 7.24, NA, NA, NA, 0.04, NA, NA, 0.06, 21.4, NA, 0.33, NA, 156.85, 94.14","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"FA-893-01","Crocker Pond",7,7,1,1,"2001, 2004, 2005, 2006, 2007, 2013, 2014","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7",2014,"6.5, 3.8, 20.3, 10.7, NA, NA, 30.66, NA, NA, NA, 53.51, 42.78, 40.76, NA","Pond and Lake Stewards"
"MA-895-01","Flying Squirrel Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.87, 0.87, 18.3, 4.46, NA, NA, 20.44, NA, NA, NA, 47.66, 44.51, 62.01, NA","Pond and Lake Stewards"
"MA-897-01","Flashy Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"1.8, 1.8, 20.8, 7.68, NA, NA, 21.99, NA, NA, NA, 48.72, 43.93, 51.53, NA","Pond and Lake Stewards"
"BA-914-01","Rushy Marsh Pond",7,6,1,1,"2003, 2009, 2010, 2011, 2012, 2013, 2014","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7",2014,"2.3, 1.23, 24.4, 9.06, NA, NA, 41.5, NA, NA, NA, 57.87, 61.08, 57.08, NA","Pond and Lake Stewards"
"FA-927-01","Oyster Pond",1,1,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"5, 0.95, 21.9, 11.3, NA, NA, 235.4, NA, NA, NA, 82.9, 71.89, 60.74, NA","Pond and Lake Stewards"
"FA-933-01","Fresh Pond",2,2,1,1,"2001, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2005,"3.6, 2.1, 24.6, 7.8, NA, NA, 40.27, NA, NA, NA, 57.44, 49.14, 49.31, NA","Pond and Lake Stewards"
"MA-957-01","Deans Pond",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.9, 0.9, 17, 10, NA, NA, 26.95, NA, NA, NA, 51.65, 41.25, 61.52, NA","Pond and Lake Stewards"
"FA-993-01","Miles Pond",1,1,1,1,"2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2005,"3.65, 3, 25, 7.36, NA, NA, 9.29, NA, NA, NA, 36.29, 64.65, 44.17, NA","Pond and Lake Stewards"
"HA-420-01","Bucks Pond",14,14,5,2.29,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","14, 14, 14, 14, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2019,"10.12, 4.21, 27, 8, 100.25, NA, NA, 12.78, NA, NA, NA, 40.85, 36.26, 39.31, NA","Pond and Lake Stewards"
"BA-646-01","Mary Dunn Pond",11,7,1,1,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 10, 11, 1, 1, 1",2020,"1.33, 1.33, 23.1, 7.76, NA, NA, 22.61, NA, NA, NA, NA, 49.12, 18.11, 55.89, NA, 2, NA, NA","Pond and Lake Stewards"
